sim_time,vehicle_id,x,y,speed,acceleration,is_malicious
511.0,veh_23_2934,65.0536030438542,1.6,10.361468617635008,0.2045428297297569,0
511.0,veh_23_3199,47.01575015252422,1.6,10.447063520481258,0.2403809920726907,0
511.0,veh_23_7869,118.87128921341798,1.6,10.291251865846325,-0.2567198852765351,0
511.0,veh_23_8120,28.961082270491715,1.6,10.409570684587095,-0.10119383016633066,0
511.0,veh_23_8681,100.98402487481735,1.6,10.194797577238523,-1.5456892694883173,0
511.0,veh_23_9619,10.875151459357426,1.6,10.421613104190982,-0.25246442218776366,0
511.0,veh_23_9901,83.03889830407923,1.6,10.313884436265756,0.6906154915334461,0
511.0,veh_24_1310,172.42717325705007,1.6,10.124639480737232,-0.0237898265315728,0
511.0,veh_24_6096,154.5994194268768,1.6,10.17703141473854,0.4361411034919094,0
511.0,veh_24_8194,136.7537255817216,1.6,10.234573534075968,-0.3200583474471763,0
511.0,veh_25_1553,225.8408510785713,1.6,10.15540192227375,0.900739643243611,0
511.0,veh_25_3827,362.4653660997071,1.6,10.154853661278759,0.17027064163704253,0
511.0,veh_25_6828,398.20296625679464,1.6,10.171363840096419,-0.41740402302918866,0
511.0,veh_25_7645,190.2492673638477,1.6,10.083712435806682,0.06103913877165468,0
511.0,veh_25_8138,416.0948817524975,1.6,10.15063682678418,0.009698034468996752,0
511.0,veh_25_8215,380.3582705347751,1.6,10.179054975000284,-0.18684012706927433,0
511.0,veh_25_9022,208.05527350694547,1.6,10.05693775658331,-0.41641475509678116,0
511.0,veh_25_9692,243.66700334595384,1.6,10.027799515766363,-0.49008443649270816,0
511.0,veh_26_4080,469.7011125245617,1.6,10.090386131012595,-0.526920612131363,0
511.0,veh_26_5175,451.8003516309443,1.6,10.184771266576448,0.8109286361217372,0
511.0,veh_26_8571,433.9530494943191,1.6,10.101761051282432,-0.2817649506050657,0
511.0,veh_27_1426,612.8115073466968,1.6,11.360549969281957,0.44180435996967304,0
511.0,veh_27_2948,530.9159117287368,1.6,11.019579822511863,0.5516505415085682,0
511.0,veh_27_4322,631.9020532582731,1.6,11.318372841826937,-0.6749312616214986,0
511.0,veh_27_5901,650.9658441076563,1.6,11.405471469495952,0.9891372589554237,0
511.0,veh_27_6299,549.612213607121,1.6,11.018164130194933,1.1396352166608636,0
511.0,veh_27_9725,568.2813532109336,1.6,10.89477327554472,-0.22928334060903666,0
511.0,veh_28_4662,689.373466364191,1.6,11.365416733375966,-0.9118268014236897,0
511.0,veh_28_7980,670.1116178256789,1.6,11.281485086612442,-0.5054623620341125,0
511.0,veh_29_1078,865.1042180618272,1.6,11.314745647031875,0.08168817295228337,0
511.0,veh_29_2111,944.828054313028,1.6,15.359881356872622,2.2009191057179045,0
511.0,veh_29_2679,769.1334489304058,1.6,13.11832724495734,-0.08226725668647461,0
511.0,veh_29_3976,911.4432382250409,1.6,13.427704963183368,-0.42661108787886093,0
511.0,veh_29_4772,791.4452016488227,1.6,13.49756632205115,0.12161985055573865,0
511.0,veh_29_7399,885.8935036090095,1.6,11.839380014910068,-0.16541267506276824,0
511.0,veh_29_9573,710.0438208623641,1.6,11.920503779998766,0.8069330018452447,0
