sim_time,vehicle_id,x,y,speed,acceleration,is_malicious
81.0,car0,868.2614047277164,1.6,15.467642649443079,-0.4374627152457755,0
81.0,veh_0_4246,994.7316957594511,1.6,6.715260003629215,2.253117796918378,0
81.0,veh_0_4971,914.4529497321452,1.6,15.429727725869233,-0.5684027880895925,0
81.0,veh_0_7980,974.0757580037284,1.6,10.621247111680498,1.9858266462106222,0
81.0,veh_10_3981,35.926202363957415,-1.6,6.74896328627755,0.6645880411013216,0
81.0,veh_10_7465,49.82094879838052,-1.6,7.006731793960141,-0.9395249441239351,0
81.0,veh_10_8069,64.24280889755113,-1.6,7.11850129531976,-0.4505913025644048,0
81.0,veh_11_7362,22.94045697724173,-1.6,6.106390827148576,0.885228503709028,0
81.0,veh_11_8809,11.726921372080167,-1.6,4.837375271097593,0.4832419790975706,0
81.0,veh_1_1020,770.4346553944494,-1.6,10.691668446651121,0.6063322367845103,0
81.0,veh_1_5527,491.44646680604336,-1.6,7.526409451560307,-0.7391467673006158,0
81.0,veh_1_6160,697.8699954246603,-1.6,9.862196424521942,-0.3691532371565742,0
81.0,veh_1_6546,521.9840803531338,-1.6,7.636418736589477,0.09109372005331906,0
81.0,veh_1_7048,506.7252974174539,-1.6,7.6208109635311025,0.47261167966995643,0
81.0,veh_2_5705,476.20341003080426,-1.6,7.650820551491104,-0.6748134096703762,0
81.0,veh_3_4946,445.6388406908344,-1.6,7.531620296421199,-0.8322171233778164,0
81.0,veh_3_5646,460.9243970454111,-1.6,7.706380350140622,1.3561987048730906,0
81.0,veh_4_1859,384.59447616316527,-1.6,7.58341529867493,-0.443228069965258,0
81.0,veh_4_2586,399.8534099561997,-1.6,7.5935708990376245,-0.5088365237572923,0
81.0,veh_4_3076,430.3683302465317,-1.6,7.614376435426943,0.49311782479146693,0
81.0,veh_4_4029,369.3413596819966,-1.6,7.598085760004565,0.3081994028851476,0
81.0,veh_4_9686,415.1009881182576,-1.6,7.51224686559059,-1.0463651586348277,0
81.0,veh_5_1274,338.8323942779621,-1.6,7.612825278483265,0.15402133381324568,0
81.0,veh_5_2402,354.0865413075843,-1.6,7.573978272648795,-1.0061812162665085,0
81.0,veh_5_3041,323.5958100228023,-1.6,7.531232277389907,-0.49016155058288824,0
81.0,veh_5_3836,308.376811515201,-1.6,7.6011434047904,-0.4058657198087534,0
81.0,veh_5_5552,277.8198088108759,-1.6,7.520003088367147,-0.9822183243822558,0
81.0,veh_5_8559,293.1023730365207,-1.6,7.582833545953084,0.5036232826948606,0
81.0,veh_6_1008,199.3976033678313,-1.6,7.495925472578777,-0.1238279074506643,0
81.0,veh_6_1626,259.8815168991066,-1.6,7.395774248681806,-0.7861469312105385,0
81.0,veh_6_3652,244.75331962596022,-1.6,7.42447226729217,0.261855881073334,0
81.0,veh_6_5122,184.2789931290341,-1.6,7.447810377916013,-0.039875117617764744,0
81.0,veh_6_5887,214.52419268336183,-1.6,7.499410499107784,0.2578952322266215,0
81.0,veh_6_9795,229.63993936456367,-1.6,7.432986105189318,-1.013082819852853,0
81.0,veh_7_3486,169.16533966521544,-1.6,7.383166461456847,-0.4995623003959171,0
81.0,veh_7_4318,138.95387804740037,-1.6,7.492895576197316,1.2182113339073197,0
81.0,veh_7_5107,154.06257590474226,-1.6,7.4498921684785255,-0.1633615046054615,0
81.0,veh_8_3435,123.85688115936382,-1.6,7.3245566093907515,-0.46561655083762865,0
81.0,veh_9_7818,93.86327053312465,-1.6,7.392470702324969,0.9263057337794933,0
81.0,veh_9_8096,108.82649221821812,-1.6,7.312393518561639,-1.9207595964956958,0
81.0,veh_9_8565,78.97976498934672,-1.6,7.320668569915177,0.69378730214253,0
